,Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
86431,20210108102504,Incident,2020-09-12,153522N,0323312E,Khartoum International Airport,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86432,20200913X04625,Accident,2020-09-13,293117N,0951432W,Pearland Regional Airport,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,0.0,1.0,VMC,Unknown,The student pilots failure to maintain directional control upon landing.
86439,20200921X11811,Accident,2020-09-13,504030N,0042658E,,Fatal,Destroyed,Airplane,Rans,S6,UNK,UNK,NUSN,UNK,2.0,0.0,0.0,0.0,UNK,Unknown,
86449,20200916X64002,Accident,2020-09-16,315210N,0095133W,Cherokee County,Fatal,Substantial,Airplane,Piper,Pa46,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,0.0,1.0,VMC,Unknown,"The student pilots failure to maintain control of the airplane during the landing approach and the exceedance of the airplanes critical angle of attack at low altitude resulting in an aerodynamic stall. Contributing was the instructor pilots failure to adequately monitor the student pilots actions during the approach.
"
86452,20200923X82217,Accident,2020-09-16,,,,Fatal,Destroyed,Airplane,Cessna,206,UNK,UNK,Unknown,UNK,2.0,0.0,0.0,0.0,UNK,Unknown,
86453,20201029102211,Accident,2020-09-16,241425N,0106519W,,Fatal,Destroyed,Airplane,Cessna,Tu206G,1,UNK,NUSC,UNK,2.0,0.0,0.0,0.0,UNK,Unknown,
86454,20200917X44724,Accident,2020-09-17,403110N,0077100W,,Fatal,Substantial,Airplane,Stinson,108,1,UNK,Part 91: General Aviation,Instructional,0.0,1.0,0.0,1.0,VMC,Unknown,
86460,20200919X42745,Accident,2020-09-19,002679N,0080748W,Fort Lauderdale Executive,Fatal,Substantial,Airplane,Piper,Pa31,2,UNK,Part 135: Air Taxi & Commuter,Business,0.0,0.0,0.0,8.0,VMC,Unknown,
86466,20200922X81021,Accident,2020-09-19,,,,Fatal,Destroyed,Airplane,Raven Aircraft Corppration,Raven,UNK,UNK,NUSN,UNK,2.0,0.0,0.0,0.0,UNK,Unknown,
86468,20201014102147,Incident,2020-09-19,,,,Unavailable,Unknown,Airplane,Cessna,210,UNK,UNK,Part 129: Foreign,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86470,20201103102231,Incident,2020-09-19,,,,Unavailable,Unknown,Airplane,Bombardier,Cl600 2C10,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86473,20200920X32151,Accident,2020-09-20,323326N,0114413W,Tri-Rotor Ag Services,Fatal,Destroyed,Airplane,Air Tractor,At 402,1,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots failure to use full power during takeoff and his delayed decision to abort the takeoff, which resulted in a runway overrun and subsequent impact with terrain. "
86475,20200922X81904,Accident,2020-09-20,,,,Fatal,Destroyed,Airplane,Pitts,S1,1,UNK,NUSN,UNK,1.0,0.0,0.0,0.0,UNK,Unknown,
86479,20200921X32730,Accident,2020-09-21,032450N,0845215W,,Fatal,Substantial,Airplane,Rockwell,S2R,1,UNK,Part 91: General Aviation,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,
86484,20200922X00441,Accident,2020-09-21,402511N,0865326W,Purdue University Airport,Fatal,Substantial,Airplane,Cessna,172Rg,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The separation failure of a landing gear system hydraulic line and its compression fitting during cruise flight, which resulted in a partial gear up landing."
86487,20210603103203,Accident,2020-09-21,,,Cork Airport,Fatal,Substantial,Airplane,Piper,Pa34,UNK,UNK,NUSN,UNK,0.0,2.0,0.0,0.0,UNK,Unknown,
86488,20200924X51906,Accident,2020-09-22,,,,Fatal,Destroyed,Airplane,Cessna,172,UNK,UNK,NUSN,UNK,1.0,0.0,0.0,0.0,UNK,Unknown,
86490,20200922X94309,Accident,2020-09-22,354132N,0088410W,,Fatal,Substantial,Airplane,Ayres,S2R,1,UNK,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,
86497,20200922X35434,Accident,2020-09-23,435036N,1162442W,,Fatal,Substantial,Airplane,Air Tractor,At-802A,1,UNK,Public Use,Firefighting,1.0,0.0,0.0,0.0,VMC,Unknown,
86499,20200923X84757,Accident,2020-09-23,284618N,0821843W,Inverness Airport,Fatal,Destroyed,Airplane,Piper,Pa25,1,UNK,Part 137: Agricultural,Aerial Application,1.0,0.0,0.0,0.0,VMC,Unknown,
86504,20200929102054,Incident,2020-09-23,,,,Unavailable,Unknown,Airplane,Cessna,208B,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86505,20210811103677,Accident,2020-09-24,,,,Unavailable,Unknown,Airplane,Cessna,182,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86508,20200929102051,Accident,2020-09-24,324857N,0117822W,Montgomery-Gibbs Executive Air,Fatal,Substantial,Airplane,Great Lakes,2T1A,UNK,UNK,Part 91: General Aviation,Instructional,0.0,0.0,2.0,0.0,VMC,Unknown,
86510,20200928102041,Accident,2020-09-25,295330N,0975245W,San Marcos Regional Airport,Fatal,Substantial,Airplane,Cessna,172,UNK,UNK,Part 91: General Aviation,Instructional,0.0,2.0,1.0,0.0,VMC,Unknown,
86513,20201001102071,Accident,2020-09-25,362221N,0094625W,Rogers Executive Airport - Car,Fatal,Substantial,Airplane,Piper,Pa46R-350T,1,Turbo Shaft,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots inadvertent loss of aircraft control, resulting in substantial damage to the airframe during the spin recovery.
"
86515,20201014102142,Accident,2020-09-26,,,,Fatal,Substantial,Airplane,Cessna,180D,1,UNK,NUSN,UNK,0.0,0.0,0.0,2.0,UNK,Unknown,
86522,20201001102067,Incident,2020-09-28,031213N,0845248W,,Fatal,Minor,Airplane,Thrush,S2R-H80,1,UNK,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,UNK,Unknown,
86523,20201002102076,Accident,2020-09-28,003930N,0007694W,,Fatal,Substantial,Airplane,Tecnam,P92,1,UNK,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86524,20200929102057,Accident,2020-09-29,030315N,0953322W,David Wayne Hooks Memorial Air,Fatal,Substantial,Airplane,Cessna,172,UNK,UNK,Part 91: General Aviation,Instructional,0.0,1.0,0.0,0.0,VMC,Unknown,
86528,20201001102070,Accident,2020-09-30,039420N,0934038W,Higginsville Industrial Munici,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The airplanes collision with a deer on the runway during takeoff at night. 
86532,20201109102250,Accident,2020-09-30,611024N,1495912W,,Fatal,Unknown,Airplane,Boeing,777,UNK,UNK,Part 121: Air Carrier,UNK,0.0,0.0,1.0,251.0,UNK,Unknown,
86533,20201006102103,Incident,2020-10-01,,,,Unavailable,Unknown,Airplane,Airbus,A330,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86534,20201002102072,Accident,2020-10-01,482810N,1222517W,,Fatal,Substantial,Airplane,Zenith,Ch601,1,UNK,Part 91: General Aviation,Flight Test,0.0,1.0,0.0,0.0,VMC,Unknown,
86537,20201002102073,Incident,2020-10-02,,,,Fatal,Unknown,Airplane,Boeing,787,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,67.0,UNK,Unknown,
86541,20201005102087,Accident,2020-10-02,355610N,0905540W,Over the Top Aviation,Fatal,Substantial,Airplane,Air Tractor,At402,1,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots failure to maintain clearance from a tree limb during a low-level aerial application flight. 
86545,20201112102274,Accident,2020-10-02,011263N,0395847E,,Fatal,Destroyed,Airplane,Air Tractor,At502,UNK,UNK,Part 137: Agricultural,UNK,0.0,1.0,0.0,0.0,UNK,Unknown,
86546,20201009102118,Incident,2020-10-03,,,Amsterdam Schiphol Internation,Fatal,Unknown,Airplane,Boeing,787-800,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,186.0,UNK,Unknown,
86548,20201005102082,Accident,2020-10-03,046122N,0925343W,Field of Dreams Airport,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The airplanes impact with deer while landing. 
86552,20201029102212,Incident,2020-10-03,,,,Unavailable,Unknown,Airplane,Atr,Atr72,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86562,20210318102783,Incident,2020-10-04,,,,Unavailable,Substantial,Airplane,Airbus,A320-214,2,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86563,20201028102208,Accident,2020-10-05,,,,Fatal,Destroyed,Airplane,Ang,01,UNK,UNK,Unknown,UNK,2.0,0.0,0.0,0.0,UNK,Unknown,
86565,20201005102092,Accident,2020-10-05,383218N,0106255W,KANK,Fatal,Substantial,Airplane,Aeronca,7Ac,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The student pilots loss of directional control during takeoff and the flight instructors delayed remedial action which resulted in a runway excursion and impact with a steel object.
86572,20201007102106,Accident,2020-10-06,,,,Unavailable,Unknown,Airplane,Boeing,737-4B6,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86579,20201028102206,Accident,2020-10-07,032232N,0944241W,East Texas Regional Airport,Fatal,Substantial,Airplane,American Champion Aircraft,7Eca,1,UNK,Part 91: General Aviation,Other Work Use,0.0,0.0,0.0,1.0,VMC,Unknown,
86580,20210122102545,Accident,2020-10-07,,,,Fatal,Destroyed,Airplane,Cessna,185A,UNK,UNK,Unknown,UNK,0.0,0.0,1.0,0.0,UNK,Unknown,
86582,20201009102121,Accident,2020-10-08,,,,Fatal,Substantial,Airplane,Cirrus,Sr22,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,2.0,UNK,Unknown,
86583,20201009102122,Accident,2020-10-08,415431N,0704340W,Plymouth Municipal Airport,Fatal,Substantial,Airplane,Piper,Pa18,1,Reciprocating,Public Use,Public Aircraft - Local,0.0,1.0,0.0,1.0,VMC,Unknown,The pilots failure to maintain directional control during the landing roll with a quartering gusting headwind.
86585,20201009102123,Accident,2020-10-08,361622N,0801737W,,Fatal,Substantial,Airplane,Pipistrel,Alpha Trainer,1,Reciprocating,Part 91: General Aviation,Other Work Use,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots failure to maintain airplane control and improper recovery from an unusual attitude, which resulted in an in-flight breakup. "
86588,20201110102261,Accident,2020-10-09,025290N,1082716E,,Fatal,Substantial,Airplane,Piper,Pa25,UNK,UNK,NUSN,UNK,1.0,0.0,0.0,0.0,UNK,Unknown,
86589,20201010102126,Accident,2020-10-10,384455N,0765721W,Potomac Airfield,Fatal,Substantial,Airplane,Piper,Pa24,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The pilots failure to maintain control of the airplane during an aborted landing and the flight instructors inadequate remedial action.
86593,20201013102137,Accident,2020-10-10,595937N,1415045W,Yakataga Airport,Fatal,Substantial,Airplane,Dougals,C54,4,UNK,Part 91: General Aviation,Other Work Use,0.0,0.0,0.0,2.0,VMC,Unknown,
86594,20201016102154,Incident,2020-10-10,,,,Unavailable,Unknown,Airplane,Boeing,777,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86595,20201116102292,Accident,2020-10-10,,,,Fatal,Substantial,Airplane,Piper,Pa46,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,2.0,UNK,Unknown,
86597,20201012102128,Accident,2020-10-11,372027N,1182126W,Bishop,Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Part 91: General Aviation,UNK,0.0,1.0,0.0,0.0,VMC,Unknown,A loss of engine power due to the pilots inadvertent closure of the mixture control which starved the engine of fuel and resulted in a hard landing and collision with terrain.  
86600,20201013102132,Accident,2020-10-11,543818N,0025656W,,Fatal,Unknown,Airplane,Cessna,Fra150,UNK,UNK,NUSN,UNK,1.0,0.0,0.0,0.0,UNK,Unknown,
86602,20201012102131,Accident,2020-10-12,003524N,0085139W,Collegedale Municipal Airport,Fatal,Substantial,Airplane,Zenith,Stol Ch801,1,Reciprocating,Part 91: General Aviation,Flight Test,0.0,0.0,0.0,1.0,VMC,Unknown,"A total loss of engine power due to fuel starvation, as a result of an incorrectly placarded fuel selector."
86604,20201016102155,Accident,2020-10-13,,,,Fatal,Substantial,Airplane,Piper,Pa28Rt,UNK,UNK,NUSN,UNK,3.0,0.0,1.0,0.0,UNK,Unknown,
86607,20201015102152,Accident,2020-10-14,443153N,0694037W,Waterville Robert LaFleur Airp,Fatal,Substantial,Airplane,Beech,99,2,UNK,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,1.0,VMC,Unknown,
86608,20201016102159,Accident,2020-10-14,037628N,0793533W,Smith Mountain Lake Airport,Fatal,Substantial,Airplane,Champion,7Fc,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The fight instructors failure to ensure that the fuel selector handle was in the correct position, which resulted in a total loss of engine power during initial climb due to fuel starvation."
86617,20201028102205,Accident,2020-10-17,332749N,0882251W,Columbus,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots failure to maintain directional control during a touch-and-go landing.
86627,20201021102172,Accident,2020-10-18,047516N,1221728W,,Fatal,Substantial,Airplane,Piper,Pa28,UNK,UNK,Part 91: General Aviation,Instructional,0.0,0.0,0.0,3.0,VMC,Unknown,
86629,20201022102179,Incident,2020-10-20,010859N,0675542W,Arturo Michelena International,Fatal,Unknown,Airplane,Boeing,727,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,3.0,UNK,Unknown,
86630,20201023102180,Accident,2020-10-20,612458N,1493030W,Birchwood Airport,Fatal,Substantial,Airplane,Cessna,185,UNK,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot receiving instructions failure to maintain directional control during the landing roll, which resulted in a runway excursion onto soft terrain. Contributing to the accident was the flight instructor's inadequate supervision of the pilot while landing."
86636,20201027102197,Accident,2020-10-21,030440N,0975756W,,Fatal,Substantial,Airplane,Piper,Pa28,1,UNK,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86637,20201027102198,Accident,2020-10-22,,,,Unavailable,Substantial,Airplane,Piper,Pa46,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86638,20201029102210,Accident,2020-10-22,042651N,0087545W,Chicago Executive Airport,Fatal,Substantial,Airplane,Learjet,60,2,UNK,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,8.0,VMC,Unknown,
86639,20201104102236,Accident,2020-10-22,394129N,0835928W,Greene County  Lewis A. Jacks,Fatal,Substantial,Airplane,Cirrus,Sr22,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,3.0,VMC,Unknown,"The airplanes impact with a deer during takeoff.
"
86642,20210120102537,Accident,2020-10-23,155233S,0295628E,,Fatal,Substantial,Airplane,Cessna,182,UNK,UNK,Part 91: General Aviation,UNK,1.0,2.0,1.0,0.0,UNK,Unknown,
86643,20201024102184,Accident,2020-10-24,263253N,0784147W,Grand Bahama International Air,Fatal,Substantial,Airplane,Embraer,Emb145,2,UNK,Part 121: Air Carrier,UNK,0.0,0.0,0.0,28.0,UNK,Unknown,
86657,20201029102209,Accident,2020-10-26,292655N,0943919W,Grass Airstrip,Fatal,Substantial,Airplane,Piper,Pa28,1,UNK,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86660,20201027102202,Accident,2020-10-27,461822N,1191830W,Richland Airport,Fatal,Substantial,Airplane,Cessna,A185,1,Reciprocating,Part 91: General Aviation,Other Work Use,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots failure to maintain airplane control during landing, which resulted in a nose over. "
86661,20201102102221,Incident,2020-10-27,,,,Fatal,Unknown,Airplane,Cessna,208,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,1.0,UNK,Unknown,
86663,20201028102207,Accident,2020-10-28,392553N,0841523W,Warren County Airport,Fatal,Substantial,Airplane,Cessna,182,1,UNK,Part 91: General Aviation,Positioning,0.0,0.0,0.0,2.0,IMC,Unknown,
86667,20201030102217,Accident,2020-10-29,037423N,0113556W,Cedar City Regional Airport,Fatal,Substantial,Airplane,Pearson,Starduster,1,Reciprocating,Part 91: General Aviation,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,A loss of directional control for reasons that were not determined due to lack of available evidence.  
86669,20210601103169,Incident,2020-10-29,,,,Fatal,Minor,Airplane,Cessna,525,UNK,UNK,NUSN,UNK,0.0,0.0,0.0,6.0,UNK,Unknown,
86670,20201221102439,Accident,2020-10-30,048451N,0002646E,,Fatal,Destroyed,Airplane,Cessna,401B,2,UNK,NUSN,UNK,0.0,0.0,0.0,3.0,UNK,Unknown,
86672,20201123102323,Incident,2020-10-30,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
86674,20201105102240,Accident,2020-10-31,033259N,0252758E,,Fatal,Destroyed,Airplane,Piper,Pa-25-235,1,UNK,NUSC,UNK,1.0,0.0,0.0,0.0,UNK,Unknown,
86675,20210112102520,Accident,2020-10-31,,,,Fatal,Destroyed,Airplane,Piper,Pa-25-235D,UNK,UNK,Unknown,UNK,1.0,0.0,0.0,0.0,UNK,Unknown,
86677,20201103102225,Accident,2020-11-01,303643N,0812740W,Fernandina Beach Municipal Air,Fatal,Substantial,Airplane,Raytheon,400A,2,UNK,Part 135: Air Taxi & Commuter,Other Work Use,0.0,0.0,0.0,6.0,IMC,Unknown,
86683,20201104102237,Accident,2020-11-03,401516N,0011017E,,Fatal,Substantial,Airplane,Piper,Pa34,2,UNK,NUSN,UNK,2.0,0.0,0.0,0.0,UNK,Unknown,
86686,20201202102360,Accident,2020-11-03,034510N,0011825W,San Gabriel Valley  Airport,Fatal,Substantial,Airplane,Stinson,108-3,1,UNK,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86687,20201105102241,Accident,2020-11-04,333137N,1121742W,Glendale Municipal Airport,Fatal,Substantial,Airplane,Remos Aircraft Gmbh Flugzeugba,Gx,1,UNK,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86690,20201112102273,Incident,2020-11-05,324940S,0684755W,Aeropuerto de Mendoza,Fatal,Substantial,Airplane,Fairchild,227,UNK,UNK,Unknown,UNK,0.0,0.0,0.0,13.0,UNK,Unknown,
86694,20201107102247,Accident,2020-11-06,273537N,1393910W,,Fatal,Substantial,Airplane,Pilatus,Pc12,1,UNK,Part 91: General Aviation,Ferry,0.0,0.0,0.0,2.0,VMC,Unknown,
86695,20201109102251,Accident,2020-11-06,335858N,0083402W,Barrow County Airport,Fatal,Substantial,Airplane,Diamond,Da40,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's loss of directional control while landing, which resulted in a runway excursion."
86696,20201110102265,Accident,2020-11-06,393412N,1045056W,Centennial Airport,Fatal,Substantial,Airplane,Cirrus,Sr22,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The student pilots failure to maintain control of the airplane during landing with a gusting crosswind and his failure to go around and relinquish control of the airplane when directed by the instructor pilot.
"
86698,20201112102280,Accident,2020-11-06,253022S,0305437E,Nelspruit Aerodrome,Fatal,Substantial,Airplane,Cirrus,Sr22,1,UNK,NUSN,UNK,1.0,0.0,0.0,0.0,UNK,Unknown,
86699,20210104102489,Accident,2020-11-06,032597N,0097195W,FORT WORTH ALLIANCE,Fatal,Substantial,Airplane,Cirrus,Sr20,1,UNK,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,
86703,20201117102296,Accident,2020-11-07,025424N,1062615W,,Fatal,Substantial,Airplane,Cessna,182,UNK,UNK,Unknown,UNK,3.0,0.0,0.0,0.0,UNK,Unknown,
86708,20201112102276,Accident,2020-11-08,,,,Fatal,Destroyed,Airplane,Quest,Kodiak 100,1,UNK,Part 129: Foreign,UNK,2.0,0.0,0.0,0.0,UNK,Unknown,
86712,20201109102257,Accident,2020-11-09,332739N,1114342W,Falcon Field,Fatal,Substantial,Airplane,Diamond,Da40,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots failure to maintain clearance with a vehicle while taxiing. 
86720,20201111102268,Accident,2020-11-11,004813N,1222616W,Whidbey Air Park,Fatal,Substantial,Airplane,Cessna,177,1,UNK,Part 91: General Aviation,Instructional,2.0,0.0,0.0,0.0,VMC,Unknown,
86724,20201112102277,Accident,2020-11-12,341534N,1182448W,Whiteman,Fatal,Destroyed,Airplane,Cessna,182,UNK,UNK,Part 91: General Aviation,Positioning,1.0,0.0,0.0,0.0,VMC,Unknown,
86729,20201113102286,Accident,2020-11-13,313518N,1102040W,Sierra Vista Municipal Airport,Fatal,Destroyed,Airplane,General Atomics,Mq-9,1,UNK,Public Use,Public Aircraft - Federal,0.0,0.0,0.0,0.0,VMC,Unknown,"The pilots incorrect automated landing profile selection, which resulted in an impact with a runway trench. Contributing to the accident was the pilot receiving instruction's and instructor's failure to spot the incorrect landing profile selection during prelanding checks.  "
